Bus_Name,Comment,POS,NEG
Thiện Thành Limousine,"Overall, the bus is clean, comfy, spacious, on time on arrival, and friendly. Customer services were great as well. Definitely recommend this company and will book again on my ride back.",0.9999,1e-04
Thiện Thành Limousine,"I went to Phu Quoc with my friends. That's great service. Clean, happy with journey talk a lot with "" Tai xe"" ( I have jus know from driver) And Phu Quoc was magnificent place. I will try to more visit Viet Nam",0.9998,0.0002
Thiện Thành Limousine,"Great experience! Comfortable and huge chairs, blankets were a nice touch, and free WiFi and water was awesome",0.9999,1e-04
Thiện Thành Limousine,staffs and driver are friendly and helpful,0.9999,1e-04
Thiện Thành Limousine,"The bus is nice and comfortable. Only thing I didn’t like was I was told I had to uber to the bus station. I did and 30 minutes later, we were down the street from my hotel where I could have been picked up! I didn’t have to spend the extra 40000 dong. Me and one other person had to uber for no reason.",0.8131,0.1869
Huệ Nghĩa,Was just perfect !,0.9999,1e-04
Huệ Nghĩa,"We didn't get to our final destination, we got dropped off outside of ho chi Minh and we didn't had our reservation seats. So I think someone mixed up our booking. Now we need to pay extra grab to come to the city",0.001,0.999
Huệ Nghĩa,The bus left early so we missed it and had to wait until the next one 3 hours later.,0.0008,0.9992
Huệ Nghĩa,"Positive experience. Other negative factors are out of their control, like traffic jam, etc. But facility and bus hygiene should be improved.",0.8624,0.1376
Huệ Nghĩa,"Huệ Nghĩa bus isrunning on schedule in place,in time.They have driving from An Giang to Saigon nearly 3 hours.I send motorcycles , good transportation.",0.2468,0.7532
Huệ Nghĩa,"Hue Nghia Travel is quality, having bottle and air-conditioner, cleaning but the staff of Sài Gon- An Giang trips is impolite.",0.0208,0.9792
An Hoà Hiệp,Missed the bus while I was being on pick-up point 1 hour before,0.0003,0.9997
Lê Hải,"I was known Le Hai via an acquaintance introduced. Le Hai car trip from Saigon to Chau Doc comfortable beds, suitable fare, do not too number of transported permits. I am happy and will continue to use Le Hai in the next time",0.9977,0.0023
Lê Hải,"I usually go car company Le Hai from Saigon to Chau Doc and back. Fares are slightly higher but the quality is good service, chauffeur enthusiastic, fun. I am quite satisfied.",0.9999,1e-04
Lê Hải,"Le Hai car company whose driver drove very carefully, enthusiastic staff. I enjoyed it and will continue to advocate Le Hai",0.9998,0.0002
Lê Hải,"Le Hai is the best car in its vehicles have gone . Friendly service , happy to help guests. I choive Le Hai in the future",0.9997,0.0003
Lê Hải,"Last week, I and family have placed car company Le Hai from Xining to Vung Tau. Car accessories graciously arranged for our goods, speak politely. I enjoyed it and would choose Le Hai car if given the opportunity next time to Vung Tau",0.9978,0.0022
Lê Hải,I always go Tay Ninh by Le Hai company bus. I love it because the driver is friendly and kindly. I choice Le Hai in the trip soon,0.9997,0.0003
Quang Hạnh (NT),"They changed the time several times. We chose 1300, they changed to 9:30am and then last night changed again to 7:50am. They didn't also give the exact address of the pick up point. My sister messaged the contact which is indicated on their email and ticket and not responsive at all. So my sister went to a wrong address, they said it's not that office it's in a different one. My sister arrived there 7am and said that the trip is at 9am. The bus arrived at 9:30am The toilet inside the bus is out of service , sink was filthy. Thats one of the purpose why I booked that for my sister because of the toilet. Very disappointed!",0.0002,0.9998
Quang Hạnh (NT),"If you're a masochist, come here! This was our (and the girl's) first experience using sleeping buses. There was an option for 330000 VND and for 600000, we decided to try a more comfortable version of the bus. So, a little bit about the service: 1) Having come with a girl to the transport office in Nha Trang, 2 employees ignored us for several minutes, having no clients at the moment. Both of them were just carefully looking at the computer, not even looking in our direction and not asking to wait. 2) Due to the bus delay, the flight was postponed from 9 p.m. to 1 a.m. (no problem), but this was not reported in the application (Vexere), by phone, SMS or email. Then we found out that you can track the bus in the app, which is very convenient. 3) Then the most interesting thing began: As soon as we boarded the bus, one of the staff (an elderly gray-haired man) began to scold us in a raised voice for going without taking off our shoes (no one warned us about this in advance). Next, to show the e-tickets, I gave him my phone, and when he looked, I reached out to give my phone back - he started literally yelling at me without giving the phone back. At the same time, he physically tried to push us to our seats. Seeing that I wasn't leaving without my phone, he handed it over and we went to our seats. At this point, we were ready to go outside, but he seemed to calm down and we were back in our seats. 4) Some time after departure, another young guy opened my curtain without warning to offer water. It's not pleasant. 5) I woke up to the fact that the same elderly gray-haired man was walking through the cabin and waking up passengers who were going to Da Nang, saying ""Hello, Danang"". Although it was 4 HOURS before arriving in the city. Not 15 minutes, not an hour, but FOUR! P.S. 1: I'm just adding that there is a toilet at the end of the cabin, which stinks and it's better to take tickets closer to the driver. P.S. 2: The rating is 2 stars instead of one only because of the comfortable driving and the condition of the buses.",0.0007,0.9993
Quang Hạnh (NT),Bus didn’t arrive,0.0013,0.9987
Quang Hạnh (NT),The bus is great. The driver is experienced. The stewart girl is very unpleasant. No attentive attitude and often ignored us. We are disabled and wanted to have some support but from such a girl we did not see it.,0.0046,0.9954
Quang Hạnh (NT),"I bought a ticket to go at 21h30 but there is no bus at the pickup point and now I have to wait until 23h to take my bus. No support from văn phòng when I texted them, very bad experience so far",0.0004,0.9996
Quang Hạnh (NT),The people of the bus didn’t speaked english. Its was very difficult to talk with them,0.0007,0.9993
Bảo Quỳnh,The bus never come,0.0004,0.9996
Ngọc Ánh (Sài Gòn),I would’ve given five stars if it wasn’t for the final half hour. They changed drivers and the driver thought it would be a good idea to smoke cigarettes on the bus! He even pulled over and stopped for no reason other than to have a cigarette. Disgusting smell throughout the bus! The journey was fine other than that. I’m a frequent customer so I’m disappointed and will look for another service in the future.,0.089,0.911
Ngọc Ánh (Sài Gòn),Said in the booking the bus will arrive at 12.10pm but it was slow and arrived by 1.30pm which is one hour and a half late,0.0157,0.9843
Ngọc Ánh (Sài Gòn),"Too many to mention. Just very bad organised trip. Only better thing was customer service lady called me and messages for contact. It was already wrong timekeeping plan. It’ll never be possible to run from Can Tho to Soc trang with their schedules. No wonder why the driver constantly beeping horn loudly to make other vehicles away and asked me to get on taxi the rest of my ride. Bus was delayed. Not notice clearly it’s not on the schedule. I booked seat but when I got bus, it was occupied by other person. full of people on the bus already. Waited hot outside from bus terminal (not located as on their map) more than half an hour. Bus was supposed to be started Can tho bus terminal 14:40. Arrived Soc Trang 15:20. Bus actually arrived almost 15:30. Ran speedy to near Soc Trang then ask me to take taxi then drop me off was 16:22. There’s no way the bus can be on schedule from the beginning ! I Have to pay 110000vnd additionally for taxi. Really stressful if things don’t get what you heard. Not Recommend Ngoc Anh(Sai Gon) bus. Sorry not this time.",0.001,0.999
Ngọc Ánh (Sài Gòn),Very bad experience! I had booked two tickets online to go from Can tho to Soc Trang but once I found the car (a van and not a bus) I was asked to pay for an additional ticket because the agency had informed the driver that I had only booked for one person. Once we arrived in soc trang they left us in the middle of the road and we had to take a cab to get to the scheduled stop (of course we had to pay). Not recommended!,0.0004,0.9996
Ngọc Ánh (Sài Gòn),"The trip was fine but the advice on the app was confusing, the pick up point changed five or six times",0.0021,0.9979
Ngọc Ánh (Sài Gòn),The pick up point was on the other side of the bus station in Can Tho.,0.0073,0.9927
Ngọc Ánh (Sài Gòn),"The staff didn't speak English, but except that everything was fine",0.9994,0.0006
Ngọc Ánh (Sài Gòn),"Never recommend. Terrible experience They skipped the bus station where I was to get off, and very bad attitude of the driver, staff.",0.0002,0.9998
Ngọc Ánh (Sài Gòn),The bus is old. Seat is pretty normal like any other sleeping bus except with a tv n USB charging n curtain for privacy. Light in the seat is not working.,0.0007,0.9993
Ngọc Ánh (Sài Gòn),"Look, it's really cheap. The staff is very friendly and they're doing their best to help you, even with the language barrier. They even provided water. However, the hygienic standard is pretty far from what my privileged self is used to. The seats were very grimey, worn, uncomfortable and always reclined. You basically cannot sit up. Reclined, you won't really fit if you're taller than 1.75 m. The AC barely worked and even then only at the window seats. Let's just say it's a very authentic experience. If you're all about that, then try to relax and enjoy the experience. Our 4 hour ride was quite long enough.",0.0146,0.9854
Ngọc Ánh (Sài Gòn),Unacceptable in everything,0.0003,0.9997
Kim Anh (Bến Tre),"GPS tracking is a bonus. Unfortunate that the bus arrived more than an hour late for pickup. Would not trust this bus company for timely travel, they will get you there if you need certainty, take a taxi. ￼",0.0188,0.9812
Kim Anh (Bến Tre),"I came all the way from Japan to Vietnam, but such a terrible response ruined my day. I feel terrible.",0.0003,0.9997
Duy Quý,The driver got us to our destination without an accident so the one star. We feared for our safety the whole two hour ride. He was the most aggressive driver we have ever experienced in our 70 countries traveled. Constantly changing lanes within inches of cars and trucks. Blaring the horn for cars to move out of his way even when there was no where for them to go. He even passed on the shoulder. We will walk before we use this bus company again.,0.9889,0.0111
Thảo Châu,"Caught this bus to Ben Tre, and had a comfortable, journey with a reserved seat and a total capacity of around 25 pax. Two and a half hour journey with a short ten minutes stop for WC and snack if needed. Paid on the bus in cash and arrived on time. Would highly recommend and good value at around 3.00 pounds each one way, from the Saigon western bus station. Thankyou!",0.9941,0.0059
Thảo Châu,"The ride in the opposite direction took four hours, so this one only two. Great!",0.9889,0.0111
Thảo Châu,Just great,0.9999,1e-04
Thảo Châu,"A great bus company with very professional and friendly staff. Nothing to say, everything was perfect for our trip.",0.9998,0.0002
Thảo Châu,"Decent bus, experience, staff, smooth trip, can’t ask for much more",0.9966,0.0034
Thảo Châu,Very organized and friendly.,0.9999,1e-04
Thảo Châu,Book a trip to My Tho from Saigon. Bus leave on time as usual. Excellent driving skills. Total took about 2 hours 10 min to arrive as opposed to the schedule of 1:30 travel time. Overall good experience and happy with the ride.,0.9996,0.0004
Thảo Châu,"Everythibg went vetmry well. Staff is very friendly , driver was careful, bus came on time , we arrivwd about 30 min late but this is normal. I can really recommend.",0.9971,0.0029
Thảo Châu,"Everything went as planned, got to HCMC a little late due to high traffic so nothing anyone can do about!",0.0008,0.9992
Thảo Châu,"In the beginning we were surprised that everything went so well, but in the end the trip was a big disappointment. When we arrived at our Homestay I got a call from the bus station claiming that we had not paid and should return to the station to pay. I tried to explain that we have already paid the bus driver directly after we got in the Bus, as the bus office in Saigon had told us. But they didn’t believe me and called several times. I contacted customer support and described our problem and they wanted to take care of it. In the end nothing happend and I didn’t pay twice but my ticket in the app is still shown as unpaid. To be accused to not having paid and to be treated like it was unfortunately our worst experience in Vietnam. We would not recommend to travel with this organisation. But if you do, make sure you’ll receive a receipt!!!",0.0005,0.9995
Thảo Châu,Very nice driver and agent. Punctual and friendly. Dropped me off where I needed to get. Thank you!,0.9998,0.0002
Thảo Châu,"Very helpful desk manager, changed our ticket to our convenience, minibus drove us from the bus office to our guesthouse, very professional and nice.",0.9994,0.0006
Thảo Châu,Really good company to travel to Ben Tre 👍,0.9998,0.0002
Thảo Châu,"Everything went fine, started right on time in HCMC and got a shuttle dropping me off at the hotel in Ward 3, Good driver attitude and safe driving. I recommend",0.9996,0.0004
Thảo Châu,Everything was perfect ; from the moment we arrived at the office to the fact that they droped us off in front of our hostel. The driving was safe and we arrived at time without rushing :),0.9997,0.0003
Thảo Châu,"I’ve arrived to the station earlier and the lady allowed me to get the bus right away. At the end a mini van drove me to my destination, which was not even part of the options. Very kind and attentive.",0.0176,0.9824
Thảo Châu,"All good, hopefully return journey will be same",0.9996,0.0004
Thảo Châu,"Very good journey with this company, great service, safe drive and pleasant employees Thank you",0.9999,1e-04
Bốn Luyện Express,"I will never travel on such a route again! This is the worst experience in my life! The bus left an hour late, then 7.5 hours later (!!) we were still standing near Ratsi! They transferred us, unloaded parcels - it all took a very, very long time!!!! I feel very bad, I am very sick from the smell of cigarettes - the drivers smoke continuously in the cabin and complaining does not help!!! Everything is very bad, just awful!! I will never recommend it to anyone again!!!",0.0002,0.9998
Bốn Luyện Express,"Avoid this company if possible. Pick up spot was incorrect the bus doesn’t go near the bus station, luckily we met some locals who helped us find the obscure location marked as utility company. After 45 minutes we found the location. Then the bus was almost an hour late despite it being the first stop. At 11pm they kicked us off the bus and moved us to a different bus, different to the pictures and put 2 bus loads together so people had to sleep on the floor. The luggage storage had been holding fish which they tried to clean with water leaving our bags wet and smelly. They played music through the speakers till 1am very loud and then again after 7am. Cockroaches crawling over bottom beds.",0.0013,0.9987
Bốn Luyện Express,"The bus was late for 1,5 hours and the music was too loud in the morning",0.0006,0.9994
Bốn Luyện Express,Normal trip . Except cockroaches inside the bus (,0.0306,0.9694
Bốn Luyện Express,Horrible. Staff was so rude and disrespectful. They laugh in my face when I asked to stop for a toilet after 4 hours driving. There were crocoaches all over the bus. No cabins. They changed the time for pick up 4 hours later than the original time. The driver was smoking inside the bus. They play music at 3 am when everyone was sleeping. Worst experience ever. Dont go with Bon Luyen Express. They suck,0.0007,0.9993
Đức Thiên,This first time I went to Phu Quoc. my friend introduced to me this service. I felt good for to trip with my family. good luck.,0.9998,0.0002
Tuấn Nga (Kiên Giang),"I was very happy with the provided services. However getting into the bus was little bit chaotic and needed to be done fast. While I was waiting in the bus station I would appreciate if there would be some announcement, or just notification in the app, because I almost miss it.",0.0016,0.9984
Tuấn Nga (Kiên Giang),"The trip was terrible. The pillows smelled bad, and there was trash in the cabin. We arrived 1.5 hours earlier than scheduled and not even at the final destination. To get to the actual drop-off point, an employee demanded 50,000 per person for a ride (50F.031.11), taking advantage of the fact that we were foreigners, as other passengers weren’t charged. I wouldn’t recommend this to anyone.",0.0006,0.9994
Tuấn Nga (Kiên Giang),"Arrived not at 6am, but in 4:30am.",0.0922,0.9078
Tuấn Nga (Kiên Giang),Very comfortable night bus with sleeping cabin. Friendly driver and staff. Would highly recommend and will take again,0.9997,0.0003
Tuấn Nga (Kiên Giang),"Terrible terrible and again terrible! The driver of bus 50F.029.13 is a disgusting person! He did not stop for 5 hours! We asked to make a stop because we wanted to go to the toilet, and he ignored us and his partner too! I am a tourist and this is the first time I encounter such a terrible attitude in Vietnam! I hope he gets fired",0.0011,0.9989
Tuấn Nga (Kiên Giang),"Worst bus ride in Vietnam, very small lights won’t turn off, staff is rude, reckless driving",0.0034,0.9966
Tuấn Nga (Kiên Giang),Everything was perfect. Also the service from the company to bring also me to my hotel. Great to be with you. Thanks Ronald from Holland,0.9999,1e-04
Tuấn Nga (Kiên Giang),"Bus is comfortable, however the road that was selected to drive from ha Tien to Saigon was awful, the bus ride was like a death ride, the road has holes and it was so bumpy, feeling like we were pop corn. We could not manage to sleep at all from the road being so bumpy, having upset stomachs. Other people were vomiting. I would not recommend doing this journey by bus..the driver was ok, we arrived even 30 minutes earlier.",0.0074,0.9926
Tuấn Nga (Kiên Giang),Good job! Everything was nice and tidy. Service was kind and good. Curtains need to be hung nicely.,0.9996,0.0004
Tuấn Nga (Kiên Giang),Good trip. Ask the driver where to find the shuttle to go to your hotel. Bus very clean.,0.9564,0.0436
Tuấn Nga (Kiên Giang),"We arrived in HCMC from Ha Tien and when we got off the bus, we had no information about where the shuttle bus would take us to our final destination. We're backpackers so it was very difficult for us to communicate. I think it took us too long to find our way to the shuttle stop, so it left without us. But on the whole, the driver was good, only the roads are quite rough.",0.0155,0.9845
Tuấn Nga (Kiên Giang),"The bus moved 30 minutes later than the departure time. The inside of the car is creaky and the bottled water is too small for a long trip. The ride quality is really poor, so I wouldn't recommend it.",0.0005,0.9995
Kumho Samco,"Comfortable trip but Driver bad attitude, no speaking with us, don’t answer the question, speak to us like we are child",0.0015,0.9985
Kumho Samco,The bus was very clean. Blankets freshly washed. The staff at the bus station indicated us very clearly where to wait. Friendly driver that drove safely. Only downside was that we didn’t know we had to change bus as it was nowhere written.,0.1475,0.8525
Kumho Samco,So far away from the city center and my hotel,0.0873,0.9127
Kumho Samco,"It all went well for the drive, but also for the transfer to the final destination in the inner Dalat. It was hard for us to sleep but mainly because the road was bumpy and with a lot of turns. The only drawback is that we stopped at midnight to have dinner so it completely killed our sleep. And we didn’t understand if it was a long stop or not so didn’t know if we had time to seat and eat.",0.0021,0.9979
Kumho Samco,"So much delayed and no one spoke English. When we arrived at a big bus station near HCMC, there was no shuttle bus to the city and a staff used Google translate telling us to wait for 30min, after the bus had been delayed for 4 hours...",0.0005,0.9995
Kumho Samco,"Very bad experience. the seats we got were kid's seats but were sold as regular ones, which made it impossible to sleep for the whole trip. Sleeper bus stopped 1h away from final destination, and the 2nd bus left with 1h30 delay, so overall we were also late by 1h30. Awful customer experience.",0.0005,0.9995
Kumho Samco,"Traveled during peak of Tet and found last day 1130pm overnight to Saigon at ok online booking site. However, at checkin was told bus is not functioning and that I would wait 3 hours for a minivan instead of my booked sleeper. Tried and got some sleep on terminal bench and boarded minivan to a location 1.5 hours away to get on a waiting alternative sleeper as I had booked. Was ok with a breakfast stop and arrives at 11am at Saigon metro terminus where I left bus. Could have been worse on a holiday. they offered seat next to driver but I declined to accept overnight",0.0013,0.9987
Kumho Samco,"I discovered after the booking I needed a Vietnamese phone number so I could get a call from the bus driver. Due to unclear communication regarding pick up spot, I did not manage to get the bus. No refund possible and impossible to get the hotline over the phone…I got assistance over e-mail however it did not help much. Not a convenient set up for tourist traveling outside of the main destinations.",0.0003,0.9997
Kumho Samco,"The trip was supposed to be 3 hours from Phan tiet to Ho Chi Minh City(14:02- 17:00), turned into a 7-8 hours trip for no apparent reasons (14:02- 21h30) I do not recommend.",0.0009,0.9991
Kumho Samco,The bus standard but the seats were not comfortable. The trip took 9 hours and this is the biggest disappointment as during booking they shown 4 hours. I was expecting 2 hours delay but not 5.,0.0003,0.9997
Kumho Samco,"Really nice, they pike up me near my hotel, I sat comfortable, there were free water for everyone, I was satisfied with this trib by this app(wexera).",0.9996,0.0004
Kumho Samco,Good service,0.9998,0.0002
Kumho Samco,Also very good. Good service from the busstation to my hotel👍,0.9998,0.0002
Kumho Samco,"The bus ride was overall good, I wasn't aware that we're switching to another bus later. The company offered a shuttle from the accommodation to the bus station, however, the shuttle didn't arrive and after calling the office hotline I was told to get to the bus station by myself. The driver's phone number and the bus plate weren't visible on the app",0.0056,0.9944
Kumho Samco,Did not provide a ride from the sleeper bus station to the registered pinned location.,0.0004,0.9996
Kumho Samco,"Scam, they transport you with a minivan and it all gets very confusing, the ac was so high that we were freezing all the way",0.0023,0.9977
Kumho Samco,"It was planned to arrived at Lien Phuong street at 4pm, but it actually arrived at nearly 7pm. It made the trip took almost 9 hours instead of 6 hours as they advertised",0.0079,0.9921
Kumho Samco,Destination was reached with great assistance.,0.9995,0.0005
Kumho Samco,Pickup was 2 hours late No license plate or phone number available Hotline number not connected,0.0014,0.9986
Kumho Samco,No wifi in bus .,0.0011,0.9989
Kumho Samco,1. Bus broke! 2. New bus was without Wi-Fi. 3. In new bus there were at least one cockroach! In the bus! Terrible!,0.0008,0.9992
Kumho Samco,30 minutes late showing up after telling me to show up 30 minutes early. No updates to say the pick up was running late. 5 more minutes waiting and I was calling a taxi. At a cost of $70. Not reliable or dependable,0.0004,0.9996
Kumho Samco,Good service overall.,0.9998,1e-04
Kumho Samco,"I would have given you a 5-star feedback. 1, APP is easy to operate, full information 2, pre-call of confirmation before boarding 3, shuttle bus service available 4, nice attitude in service period 5, English service provided The only point I would like to complain is there's no stop in high way from Phan Thiet to HCMC, we even couldn't find a way to answer the call of nature. My team member all complained about this. Hope next time we can improve this.",0.0301,0.9699
Kumho Samco,"Very good experience, thank you!",0.9999,1e-04
Kumho Samco,It was okay. But we did not understand arrival in HCMC,0.0221,0.9779
Kumho Samco,Everything was good. It’s rare for me that the bus arrived exactly on time to the mentioned address. Staff was very nice.,0.9998,0.0002
Kumho Samco,I arrived 40 min before shuttle bus came. Ticket redemption was super easy. Just show the ticket booking info from the qpps. Currently inside the bus. Was worried about the driving style. But so far I think it is ok. You can seat/lay comfortably. It is good to have eye cover if you are sensitive to light while sleeping. Language barrier was not really a prob. Just use translator apps if you need to say more.,0.9971,0.0029
Kumho Samco,"Although the driver drove quite safely, the company isn’t supportive. They don’t call to check up with you on your trip, don’t provide the shuttle service, the driver announced things in Vietnamese, so the foreigners didn’t understand and missed the stop meant for the drive to d1. It wasn’t mentioned in the itinerary or when booking the ticket. In the end the trip lasted extra 1.5 hour",0.0042,0.9958
Kumho Samco,"Main trasport was ok, but I was again disappointed by the guidance of receptionist. I was not picked up as pre-announced and had to change my trip schedule as well as call ""grab"".",0.0004,0.9996
Kumho Samco,"Main transport was ok, but had trouble in transfer to final destination. I wasn't given requested trip and had to catch ""grab""",0.0042,0.9958
Kumho Samco,The bus arrived 1 hr late. Made me wait 2 hrs and the time for departure was wrong. I am very disappointed,0.0005,0.9995
Kumho Samco,"They told me to get off because I had to change buses before I arrived, but they said it was a bus for a different destination, so I got back on the existing bus, but it was moving in a completely different direction from the destination. I don't know when I'm going to the bus terminal. The estimated arrival time was already over an hour. When I arrive, I think it will be 2 hours and 20 minutes longer than the estimated arrival time.",0.0032,0.9968
Kumho Samco,"Instead of going straight to the destination, I tried to transfer to another bus, but I made a mistake and had to change two or three times and arrived delayed by over two hours.",0.0007,0.9993
Kumho Samco,Oce,0.959,0.041
Kumho Samco,Bus driver was on his phone while driving and no one bothered to give clear information. The shuttle bus almost left without us,0.0017,0.9983
Kumho Samco,"Very disappointed, 5.5 hours instead of 3.5. Poor logistics. Definitely not recommend.",0.0003,0.9997
Kumho Samco,First time for me and I planned for the worst. I was pleasantly surprised! It was comfortable service was good and clean. I only wish I worked out earlier there is a little black lever that lowers the seat... So I didn't sleep as much as I hoped to 💺,0.9945,0.0055
Kumho Samco,"Left late but arrived on time. Only one toilet stop in the 7 hours. No one could speak any english so no communication at all when we did stop. Don’t book the back middle seat, it is raised so your bed size is way smaller and you can’t sit up at all!!",0.0008,0.9992
Kumho Samco,"Smooth transfer in Saigon and Dalat and wonderful new sleeping bus in between. No complains, great service!",0.9997,0.0003
Kumho Samco,"As I get one hour has a half earlier at the office they offered a change for a bus one hour earlier. It was great. The only thing that I didn’t like was the lack of info about the stops along the way as the bus with reclinable seats (almost beds) doesn’t have a toilet, but I asked the driver to stop to pee and he did it.",0.8937,0.1063
Kumho Samco,"We were a little late, but that didn't ruin the experience. The driver was good, we didn't get swayed",0.9976,0.0024
Kumho Samco,The staff and the driver(s) were friendly and supportive!,0.9998,0.0002
Kumho Samco,"My return trip bus (Saigon to Dalat) was not clean: there was trash behind my seat C6T, smelly curtain(?), the bus’ window glass panel C1 (not my window) was shattered and patched up with tape. Bus ride starts 15” late. Your Pham Ngu Lao office is hot and doesn’t have enough seats. Your online pricing schedule is not correct.",0.0003,0.9997
Kumho Samco,Perfect,0.9999,1e-04
Hoàng Minh,"Bus was scheduled to 23:30, but never arrived. Apology from the company was, that bus driver red that Im tourist and I dont speak Vietnamese. So he decided to not pick me up.. Company said sorry, but they are ok with drivers racist behavior. Bravo.. I used this app first time and last time. Its not good to stay during the night on the bus station, because of drivers racist decision! Company refunded money just partialy!! They said its not my fault but some of my money was used for insurance. I can see this app is just scam..",0.0007,0.9993
Hoàng Minh,"I thought i should book online in advance to compete seats but it was no use. The driver gave random seats anyways. I think the lower seats were mostly for elder people. If you are tall this sleeping bus is little bit short, specially the foot area is small. The driver didnt pick up additional people so everyone had their seats without any crowded area. No one speaks english so use translator apps to contact. The journey was pleasant nothing to worry without any issue. Just follow the crowd. The bus didnt go on time but made it earlier somehow.",0.0103,0.9897
Mỹ Duyên,"The bus was on time and was cheap, that's all the advantages. The driver smoked in the bus and every now and then argued loudly with some passengers. He was also beeping all the way. The places for sleeping are quite short, maybe good if you are not taller than 1.65 m. No curtains. And watch the road by yourself because no one will notify you about your stop or give you the luggage unless you ask for it",0.0074,0.9926
Mỹ Duyên,Shuttle bus was late on coming at the time he said he would arrive however made it just in time for the big bus to go to HCMC so no complaints.,0.0441,0.9559
Mỹ Duyên,"No complaints, trip to saigon went smoothly.",0.9996,0.0004
Mỹ Duyên,"The Bus was 2h too late, the pick up adress was wrong.",0.0006,0.9994
Mỹ Duyên,Good in overall for a small bus brand,0.9997,0.0003
Kim Hoàng,"When we arrived at the departing bus station in Ho Chi Min we weren't told that we would be catching a mini bus to the other bus. We figured it out through google translate with someone there, but it would have been nice to have been told beforehand. The bus trip itself was fine, the sleeper bus was novel and figuring out the correct place to hop off was challenging. But overall good!",0.9993,0.0007
Kim Hoàng,"Left 45mins late. Was messed around by driver assistant going from one bus to another without checking ticket. Requested him x3 to assist with adjusting seat. Was ignored x3. Driver assisted me to adjust seat. 20mins or so later driver assistant tapped me on shoulder whilst I was on phone and stood there without speaking. Stood for a min or two then sat down again. A while later he came to collect tickets. Showed him my online one. No, he wanted paper one. Translated n told him to take a screenshot. Again, a few mins later, wanted to see ticket again. I found him to be rude and arrogant. I'm a female traveller and have not experienced anything like this on public transport. Will not use them again",0.0023,0.9977
Kim Hoàng,tot. cam giac an toan,0.9579,0.0421
Kim Hoàng,"I had reserved 2 places A7 and A8 which should have been, in my opinion, seating. We found ourselves in the back of the bus, lying on berths in height (my hands touched the ceiling) with the impossibility of straightening ourselves and putting the seat in a wheelchair. Fortunately we only had a 2 hour drive. What is the point of choosing our seats on the internet if we end up with a different bus and unsuitable seats?",0.0012,0.9988
Kim Hoàng,""" Every time I seats in HCM-Vinh Long of Kim Hoang bus which I am very pleased. Thank you operator had arranged to take me to take place and in time.""",0.9997,0.0003
Kim Hoàng,"Kim Hoang travel has many trips which easy going and putting the seats. Consistent quality bus , nothing worth mentioning. Saigon - Vinh Long's staff rided to guide chairs for guests politely.",0.916,0.084
Kim Hoàng,"The Kim Hoang bus is very clean. In the Sai Gon -Bén Tre trips is having free mineral water, serious staff. Generally fine!",0.9991,0.0009
Tân Thanh Thuỷ,"Just as it should be. Wasn’t especially luxurious but that isn’t necessary, and not expected at this price. Would recommend",0.0334,0.9666
Tân Thanh Thuỷ,"Ho Chi Minh City - Ben Tre was supposed to be a 2h journey, 6h after we are still on the bus… It is the 3rd bus we had to take today and now we just stopped for 1h on the side of the road with no explanations. No water available and no plugs for charging the phone, contrary to most of the other bus companies I don’t recommend using this company at all",0.0007,0.9993
Tân Thanh Thuỷ,Thanh Thuy came late everytime,0.9161,0.0839
Tân Thanh Thuỷ,The car driver didn't pick us up on time from the hotel and we missed our booked bus connection. We had to wait an hour until the next bus,0.0002,0.9998
Tân Thanh Thuỷ,Good service. There was a misunderstanding as to whether the pick up point was the hotel or a general pick up point. The bus was very comfortable with reclining seats,0.9928,0.0072
Tân Thanh Thuỷ,IT IS SO USEFUL SERVICE.,0.9988,0.0012
Tân Thanh Thuỷ,IT IS SO USEFUL SERVICE.,0.9988,0.0012
Tân Thanh Thuỷ,"We booked the bus from airport Saigon to Ben Tre. The operator called us and said they don't want to pick us up from the airport because they did not want to pay the airport fee, although the airport was listed as official pick up point in the app. We instead had to take a taxi to their office and pay the 160k VND ourselves. The operator refused to give us any discount in exchange for not picking us up from the airport for what we had paid.",0.0004,0.9996
Tân Thanh Thuỷ,On the app the seats are not numbered the same way as the bus,0.0025,0.9975
Tân Thanh Thuỷ,Your English translation needs improvement. I can help you with this 🤔,0.002,0.998
Tân Thanh Thuỷ,Picked up so late,0.0244,0.9756
Phương Anh (Phan Thiết),The driver didn't speak English but we communicated through the mobile phone. My kid couldn't fasten his seatbelt because it was broken. Some passenger was smoking inside a bus. I couldn't recognize who it was and couldn't do anything. Despite this our trip was nice. Thanks,0.7721,0.2279
Tuấn Hưng,Everything s okey. And specially there was a beautiful girl on trip.,0.9997,0.0003
Anh Tuấn (Bạc Liêu),"I was confused with the meeting point, and came in late but Vexere staff helped get into another bus with the same route i think, it was excellent service. Thanks again. I emailed them and got prompt response during those times.",0.999,0.001
Anh Tuấn (Bạc Liêu),"my scheduled trip was changed, good thing the vexere csr called me. Waited for an hour at the terminal. They didn't drop me to the exact drop off address.",0.0011,0.9989
Tiến Đạt (Bến Tre),"Everything was very good, the driver was very helpful and hospitable, the encore was in very good condition, excellent service.",0.9998,0.0002
